Customer_ID,Age,Gender,Country,Marital_Status,Language_Preference,Signup_Source,Signup_Date,Last_Login,Total_Logins,Time_Spent_Minutes,Device_Type,Preferred_Browser,Is_Active,Total_Orders,Average_Order_Value,Payment_Method,Last_Purchase_Date,Has_Premium_Membership,Abandoned_Carts,Used_Discount_Code,Campaign_Engagement_Level,Support_Tickets_Raised,Last_Support_Interaction,Customer_Satisfaction_Score,Feedback_Comment_Length,Submitted_Review,Category_Tag_1,Category_Tag_2,Category_Tag_3,Category_Tag_4,Category_Tag_5,Category_Tag_6,Category_Tag_7,Category_Tag_8,Category_Tag_9,Category_Tag_10,Total_Spend
CUST_101570,57,Prefer Not to Say,USA,Married,FR,Email,2018-02-22,2024-11-06,62,769.87,Tablet,Chrome,TRUE,6,93.43,PayPal,2024-11-25,TRUE,1,WELCOME10,Low,2,2023-01-04,3,187,FALSE,Tag_1,Tag_1,Tag_2,Tag_3,Tag_3,Tag_1,Tag_6,Tag_3,Tag_3,Tag_4,560.58
CUST_101571,34,Prefer Not to Say,Canada,Widowed,DE,Ad Campaign,2018-09-19,2025-02-08,82,552.09,Mobile,Chrome,FALSE,8,76.73,PayPal,2024-02-13,FALSE,2,WELCOME10,High,2,2024-08-02,1.8,223,FALSE,Tag_2,Tag_4,Tag_2,Tag_1,Tag_2,Tag_1,Tag_3,Tag_3,Tag_4,Tag_3,613.84
CUST_101572,18,Male,Germany,Widowed,ES,Organic Search,2022-04-02,2023-07-30,65,66.33,Mobile,Safari,FALSE,5,33.46,Bank Transfer,2025-05-12,TRUE,4,WELCOME10,None,0,2023-12-06,2.6,26,TRUE,Tag_1,Tag_3,Tag_4,Tag_1,Tag_1,Tag_2,Tag_4,Tag_6,Tag_1,Tag_1,167.3
CUST_101573,42,Female,Canada,Married,ES,Ad Campaign,2021-08-18,2023-07-21,79,114.33,Tablet,Safari,TRUE,9,95.69,Crypto,2024-11-12,FALSE,2,WELCOME10,High,0,2024-07-09,1.4,241,FALSE,Tag_4,Tag_4,Tag_1,Tag_5,Tag_3,Tag_2,Tag_1,Tag_1,Tag_4,Tag_5,861.21
CUST_101574,60,Non-Binary,Australia,Single,EN,Ad Campaign,2020-06-04,2024-03-08,69,218.25,Tablet,Safari,TRUE,6,64.06,Crypto,2024-06-20,FALSE,3,SAVE20,nan,3,2023-04-17,3.4,115,FALSE,Tag_2,Tag_1,Tag_1,Tag_3,nan,Tag_3,Tag_4,Tag_1,Tag_3,Tag_2,384.36
CUST_101575,57,Non-Binary,UK,Married,ES,Ad Campaign,2018-08-22,2024-12-07,75,254.31,Mobile,Firefox,TRUE,7,85.5,Crypto,2024-06-20,FALSE,2,FREESHIP,None,7,2023-09-18,4.6,93,TRUE,Tag_6,Tag_2,Tag_1,Tag_1,Tag_4,Tag_3,Tag_1,Tag_1,Tag_1,Tag_1,598.5
CUST_101576,59,Female,UK,Single,FR,Social Media,2018-03-14,2024-07-18,69,64.63,Desktop,Edge,TRUE,5,91.63,Crypto,2025-02-23,FALSE,1,WELCOME10,None,1,2025-05-14,3.9,212,FALSE,Tag_1,Tag_5,Tag_1,nan,Tag_1,Tag_2,Tag_2,Tag_5,Tag_2,Tag_1,458.15
CUST_101577,42,Prefer Not to Say,Australia,Married,EN,Social Media,2021-10-12,2023-05-27,67,78.41,Desktop,Firefox,TRUE,7,74.92,Crypto,2023-11-27,TRUE,1,WELCOME10,None,1,2023-05-26,3.9,17,FALSE,Tag_2,Tag_4,Tag_3,Tag_6,Tag_3,Tag_2,Tag_2,Tag_6,Tag_4,Tag_4,524.44
CUST_101578,56,Prefer Not to Say,UK,Single,FR,Social Media,2020-08-08,2024-05-13,80,426.68,Desktop,Edge,FALSE,9,,PayPal,2025-02-27,TRUE,1,None,Low,1,2023-04-27,4.4,290,FALSE,Tag_1,Tag_4,Tag_3,Tag_4,Tag_1,Tag_1,Tag_6,Tag_5,Tag_2,Tag_1,
CUST_101579,52,Non-Binary,UK,Divorced,FR,Social Media,2022-06-15,2023-10-09,89,393.15,Mobile,Edge,TRUE,4,101.36,Crypto,2025-02-22,FALSE,1,SAVE20,Medium,2,2023-01-25,4.5,55,FALSE,Tag_1,Tag_1,Tag_4,Tag_4,Tag_1,Tag_3,Tag_1,Tag_1,Tag_2,Tag_1,405.44
CUST_101580,20,Non-Binary,India,Widowed,ES,Referral,2019-04-29,2023-11-06,68,548.29,Tablet,Edge,FALSE,6,,Crypto,2025-05-28,FALSE,0,None,High,2,2024-05-29,3.7,163,TRUE,Tag_5,Tag_6,Tag_1,Tag_5,Tag_3,Tag_3,Tag_6,Tag_4,Tag_2,Tag_1,
CUST_101581,67,Non-Binary,Germany,Divorced,ES,Ad Campaign,2020-10-26,2025-01-24,77,810.6,Mobile,Chrome,TRUE,8,53.45,Credit Card,2023-08-13,TRUE,2,None,nan,1,2024-09-22,1.2,447,FALSE,Tag_5,Tag_5,Tag_4,Tag_6,nan,Tag_2,Tag_2,Tag_2,Tag_4,Tag_4,427.6
CUST_101582,54,Male,Germany,Widowed,FR,Referral,2022-09-30,2023-02-20,71,110.56,Desktop,Edge,TRUE,5,21.08,PayPal,2024-01-26,FALSE,4,None,Medium,0,2023-01-13,1.7,344,TRUE,nan,Tag_5,Tag_3,nan,Tag_1,Tag_1,Tag_3,Tag_2,Tag_2,Tag_3,105.4
CUST_101583,61,Non-Binary,Canada,Single,ES,Organic Search,2020-05-26,2024-05-09,69,588.97,Desktop,Chrome,TRUE,4,69.43,PayPal,2023-11-27,FALSE,0,SAVE20,nan,1,2024-08-10,3.7,236,FALSE,Tag_4,Tag_6,Tag_4,Tag_1,Tag_2,Tag_3,Tag_5,Tag_5,Tag_2,Tag_2,277.72
CUST_101584,61,Male,Australia,Divorced,ES,Email,2022-09-28,2024-02-13,79,328.99,Desktop,Edge,TRUE,3,124.4,Crypto,2024-01-24,FALSE,1,WELCOME10,None,0,2023-04-22,3.4,332,FALSE,Tag_4,Tag_4,Tag_4,Tag_3,Tag_1,Tag_1,Tag_5,Tag_1,Tag_2,Tag_1,373.2
CUST_101585,68,Female,USA,Widowed,ES,Referral,2020-05-08,2024-09-17,72,949.39,Mobile,Firefox,TRUE,9,56.98,Crypto,2024-09-01,FALSE,2,FREESHIP,High,2,2023-05-17,3.8,137,FALSE,Tag_6,Tag_1,Tag_3,Tag_6,Tag_2,Tag_3,Tag_2,Tag_1,Tag_3,Tag_1,512.82
CUST_101586,47,Prefer Not to Say,Canada,Married,DE,Social Media,2018-05-17,2023-09-30,69,95.27,Mobile,Firefox,TRUE,9,87.92,Bank Transfer,2024-08-13,TRUE,3,None,Medium,2,2023-10-11,3.7,395,FALSE,Tag_3,Tag_2,Tag_2,Tag_6,Tag_4,Tag_2,Tag_3,Tag_3,Tag_1,Tag_1,791.28
CUST_101587,55,Non-Binary,Canada,Single,FR,Social Media,2020-02-18,2024-04-02,69,94.28,Desktop,Edge,TRUE,6,83.5,Crypto,2024-02-13,FALSE,0,SAVE20,Low,4,2025-05-28,3.9,149,TRUE,Tag_4,Tag_5,Tag_3,Tag_2,Tag_4,Tag_3,Tag_5,Tag_6,Tag_4,Tag_5,501
CUST_101588,51,Prefer Not to Say,Canada,Single,ZH,Organic Search,2021-11-28,2023-04-30,76,365.52,Desktop,Firefox,TRUE,3,59.58,PayPal,2024-10-09,FALSE,1,WELCOME10,None,0,2024-01-27,2.4,260,FALSE,Tag_4,nan,Tag_4,Tag_6,Tag_3,Tag_2,Tag_3,Tag_4,Tag_2,Tag_1,178.74
CUST_101589,29,Prefer Not to Say,Canada,Married,FR,Ad Campaign,2019-09-20,2024-12-01,72,791.04,Tablet,Firefox,TRUE,8,67.94,Crypto,2024-01-20,FALSE,1,SAVE20,Medium,5,2024-06-05,4.9,127,FALSE,Tag_5,Tag_5,Tag_1,Tag_3,Tag_2,Tag_1,Tag_6,Tag_4,Tag_2,Tag_2,543.52
CUST_101590,36,Non-Binary,Germany,Married,EN,Email,2019-07-09,2023-02-15,87,522.13,Mobile,Edge,TRUE,7,34.9,Bank Transfer,2023-06-10,FALSE,1,WELCOME10,High,0,2025-04-30,4,395,TRUE,Tag_2,Tag_1,Tag_4,Tag_6,Tag_3,Tag_1,Tag_1,Tag_6,Tag_3,Tag_5,244.3
CUST_101591,54,Non-Binary,USA,Widowed,ES,Referral,2020-01-13,2023-08-31,77,389.53,Tablet,Edge,FALSE,8,95.74,Credit Card,2024-11-17,FALSE,1,WELCOME10,None,1,2024-02-19,3.5,263,TRUE,Tag_1,nan,Tag_4,Tag_4,Tag_3,Tag_3,Tag_4,Tag_3,Tag_4,Tag_5,765.92
CUST_101592,61,Female,Canada,Single,ES,Ad Campaign,2019-07-24,2023-11-07,81,146.97,Desktop,Chrome,TRUE,9,121.96,PayPal,2025-04-07,FALSE,2,WELCOME10,Medium,0,2023-03-04,1.1,142,FALSE,Tag_1,Tag_2,Tag_1,Tag_1,Tag_3,Tag_3,Tag_1,Tag_4,Tag_3,Tag_1,1097.64
CUST_101593,66,Male,Germany,Widowed,ZH,Ad Campaign,2021-05-14,2024-07-15,75,379.51,Desktop,Firefox,TRUE,6,52.91,Crypto,2023-02-12,FALSE,3,WELCOME10,High,1,2025-04-15,3.4,459,TRUE,nan,Tag_3,Tag_4,Tag_3,Tag_3,Tag_3,Tag_5,Tag_5,Tag_1,Tag_5,317.46
CUST_101594,34,Male,Canada,Married,EN,Referral,2019-02-14,2023-11-27,74,484.48,Desktop,Firefox,TRUE,6,,Credit Card,2024-10-06,FALSE,1,FREESHIP,Low,0,2023-01-16,4.3,138,TRUE,Tag_2,Tag_1,Tag_2,Tag_6,Tag_3,Tag_2,Tag_6,Tag_4,Tag_4,Tag_2,
CUST_101595,27,Prefer Not to Say,UK,Single,DE,Referral,2022-06-18,2023-01-11,72,419.86,Tablet,Edge,TRUE,4,112.62,Credit Card,2025-05-07,TRUE,3,FREESHIP,Low,2,2023-01-01,3.2,452,FALSE,Tag_6,Tag_3,Tag_2,Tag_2,Tag_4,Tag_3,Tag_3,Tag_3,Tag_4,Tag_3,450.48
CUST_101596,66,Non-Binary,Canada,Married,FR,Referral,2020-11-25,2024-02-28,83,338.86,Mobile,Safari,FALSE,6,108.39,Credit Card,2025-05-20,TRUE,2,WELCOME10,Medium,4,2024-03-27,3.7,377,FALSE,Tag_3,Tag_4,Tag_2,Tag_1,Tag_4,Tag_3,Tag_6,Tag_1,Tag_4,Tag_3,650.34
CUST_101597,64,Female,Australia,Widowed,DE,Referral,2018-08-18,2023-02-17,89,14.48,Mobile,Chrome,TRUE,9,102.5,Bank Transfer,2023-01-22,FALSE,2,WELCOME10,Low,1,2024-10-31,1.4,420,TRUE,Tag_6,Tag_2,Tag_4,Tag_5,Tag_4,Tag_1,Tag_4,Tag_2,Tag_4,Tag_1,922.5
CUST_101598,29,Female,Australia,Widowed,EN,Social Media,2021-06-04,2024-01-12,87,323.39,Tablet,Chrome,FALSE,6,122.71,PayPal,2024-12-03,FALSE,2,WELCOME10,None,3,2024-02-16,4.2,174,FALSE,Tag_5,Tag_4,Tag_4,Tag_4,Tag_3,Tag_3,Tag_2,Tag_5,Tag_2,Tag_4,736.26
CUST_101599,33,Female,Canada,Widowed,ZH,Ad Campaign,2022-09-15,2024-07-21,73,195.2,Mobile,Safari,TRUE,2,50.31,Bank Transfer,2025-02-08,FALSE,2,WELCOME10,Medium,2,2025-04-10,1.1,135,FALSE,Tag_6,Tag_2,Tag_4,Tag_6,Tag_1,Tag_1,Tag_6,Tag_4,Tag_2,Tag_2,100.62
CUST_101600,41,Female,India,Single,EN,Ad Campaign,2018-09-19,2023-01-08,79,977.67,Tablet,Chrome,FALSE,6,67.12,PayPal,2023-12-21,FALSE,3,None,Medium,2,2023-05-22,3.6,206,FALSE,Tag_6,Tag_3,Tag_3,Tag_1,Tag_4,Tag_3,Tag_6,Tag_4,Tag_2,Tag_3,402.72
CUST_101601,36,Female,UK,Married,ZH,Social Media,2021-02-28,2024-06-09,80,280.33,Tablet,Chrome,FALSE,12,82.05,Crypto,2023-04-12,FALSE,2,SAVE20,Low,0,2023-12-04,2.8,155,FALSE,Tag_3,Tag_4,Tag_1,Tag_2,Tag_1,Tag_1,Tag_3,Tag_3,Tag_2,Tag_4,984.6
CUST_101602,25,Male,USA,Married,DE,Ad Campaign,2022-05-20,2024-12-27,69,281.12,Mobile,Firefox,TRUE,1,102.34,Crypto,2024-05-29,TRUE,1,WELCOME10,Low,0,2025-01-24,1.1,425,TRUE,Tag_5,Tag_4,Tag_4,Tag_3,Tag_4,Tag_3,Tag_6,Tag_2,Tag_4,Tag_2,102.34
CUST_101603,48,Male,Canada,Widowed,DE,Referral,2020-06-10,2024-01-05,67,1537.57,Mobile,Firefox,FALSE,5,108.02,Bank Transfer,2023-01-01,FALSE,3,WELCOME10,High,2,2025-03-24,3.6,264,TRUE,Tag_2,Tag_3,Tag_4,Tag_3,Tag_4,Tag_3,Tag_3,Tag_6,Tag_4,Tag_3,540.1
CUST_101604,38,Male,USA,Widowed,EN,Email,2019-03-24,2024-03-15,72,29.48,Tablet,Edge,FALSE,5,85.56,Crypto,2025-01-14,FALSE,1,FREESHIP,nan,2,2024-11-21,2.7,281,FALSE,Tag_5,Tag_6,Tag_2,Tag_5,Tag_3,Tag_3,Tag_1,Tag_2,Tag_2,Tag_2,427.8
CUST_101605,34,Non-Binary,UK,Widowed,EN,Ad Campaign,2018-07-05,2025-01-26,75,97.02,Mobile,Edge,TRUE,9,97.47,PayPal,2023-05-19,TRUE,2,WELCOME10,High,4,2024-05-30,4.2,120,FALSE,Tag_1,Tag_1,Tag_3,Tag_2,Tag_2,Tag_1,Tag_5,Tag_2,Tag_4,Tag_1,877.23
CUST_101606,40,Prefer Not to Say,Canada,Widowed,ES,Email,2022-07-11,2024-07-19,81,320.2,Mobile,Chrome,TRUE,3,94.59,PayPal,2025-02-04,TRUE,3,WELCOME10,Medium,6,2024-07-30,3.1,177,TRUE,Tag_5,Tag_4,Tag_1,Tag_3,Tag_3,Tag_3,Tag_6,Tag_6,Tag_1,Tag_1,283.77
CUST_101607,54,Female,India,Divorced,ZH,Email,2021-04-24,2024-04-28,72,113.6,Tablet,Safari,TRUE,3,40.11,Bank Transfer,2025-01-08,FALSE,2,SAVE20,Low,0,2023-11-11,4.3,272,FALSE,Tag_6,Tag_5,Tag_1,Tag_1,Tag_4,Tag_1,Tag_2,Tag_6,Tag_4,Tag_5,120.33
CUST_101608,33,Non-Binary,Germany,Divorced,ES,Social Media,2021-07-21,2023-09-30,71,127.46,Desktop,Edge,FALSE,6,67.91,Bank Transfer,2023-04-25,TRUE,3,SAVE20,Low,3,2023-09-05,3.6,244,FALSE,Tag_4,Tag_2,Tag_2,Tag_4,Tag_4,Tag_1,Tag_5,Tag_3,Tag_3,Tag_1,407.46
CUST_101609,23,Female,India,Divorced,FR,Organic Search,2022-08-14,2023-05-11,72,,Tablet,Edge,TRUE,5,31.47,PayPal,2025-05-10,FALSE,2,SAVE20,Low,3,2023-04-26,2.4,32,TRUE,Tag_2,Tag_6,Tag_1,Tag_3,Tag_3,Tag_1,Tag_3,Tag_2,Tag_4,Tag_5,157.35
CUST_101610,25,Male,India,Widowed,FR,Ad Campaign,2018-12-18,2024-06-04,69,259.79,Mobile,Safari,TRUE,7,75.72,Credit Card,2023-01-17,FALSE,3,nan,Low,1,2024-06-06,1,495,TRUE,Tag_1,Tag_4,Tag_1,Tag_5,Tag_3,Tag_3,Tag_4,Tag_2,Tag_4,Tag_1,530.04
CUST_101611,42,Non-Binary,Germany,Widowed,EN,Social Media,2021-12-07,2024-12-24,58,32.56,Desktop,Chrome,TRUE,3,83.06,Credit Card,2025-01-16,TRUE,2,SAVE20,High,0,2024-12-11,4.3,272,TRUE,Tag_4,Tag_3,Tag_4,Tag_6,Tag_3,Tag_1,Tag_5,Tag_6,Tag_3,Tag_5,249.18
CUST_101612,35,Male,Germany,Married,DE,Social Media,2021-03-20,2024-09-25,74,111.69,Mobile,Chrome,TRUE,3,,PayPal,2024-11-16,TRUE,4,None,Medium,2,2023-06-04,2.4,342,FALSE,Tag_5,Tag_6,Tag_3,Tag_5,Tag_2,Tag_3,Tag_4,Tag_6,Tag_2,Tag_5,
CUST_101613,42,Female,Australia,Single,FR,Email,2019-01-19,2023-04-24,76,23.73,Tablet,Edge,TRUE,4,72.63,Crypto,2024-02-18,FALSE,0,FREESHIP,None,2,2023-07-08,1.7,193,FALSE,Tag_4,Tag_4,Tag_1,Tag_6,nan,Tag_2,Tag_2,Tag_5,Tag_2,Tag_2,290.52
CUST_101614,29,Female,Germany,Married,FR,Ad Campaign,2020-11-25,2024-06-15,82,243.67,Tablet,Chrome,TRUE,5,93.27,Credit Card,2025-04-24,FALSE,4,SAVE20,Medium,1,2024-01-15,2.2,408,FALSE,Tag_1,Tag_4,Tag_1,Tag_6,Tag_3,Tag_1,Tag_2,Tag_4,Tag_4,Tag_3,466.35
CUST_101615,32,Prefer Not to Say,Canada,Divorced,ES,Social Media,2018-11-22,2024-05-13,75,57.08,Tablet,Chrome,TRUE,11,85.04,Crypto,2024-07-17,TRUE,3,None,Low,2,2024-07-08,3.3,361,FALSE,Tag_2,Tag_4,Tag_1,Tag_1,Tag_2,Tag_3,Tag_4,Tag_6,Tag_4,Tag_4,935.44
CUST_101616,43,Female,USA,Married,ES,Referral,2019-04-10,2023-12-05,91,583.71,Desktop,Edge,FALSE,4,65.99,PayPal,2023-04-19,FALSE,1,nan,Medium,2,2025-01-25,3,17,TRUE,Tag_2,Tag_1,Tag_2,Tag_2,Tag_1,Tag_2,Tag_1,Tag_3,Tag_1,Tag_2,263.96
CUST_101617,58,Male,Australia,Widowed,FR,Social Media,2019-04-11,2023-01-21,65,258.34,Mobile,Edge,TRUE,6,50.78,Crypto,2024-10-10,TRUE,1,WELCOME10,Low,1,2023-03-18,3,74,FALSE,Tag_6,Tag_5,Tag_3,Tag_1,Tag_4,Tag_2,Tag_3,Tag_3,Tag_3,Tag_5,304.68
CUST_101618,62,Female,Australia,Divorced,EN,Referral,2021-01-23,2024-12-20,78,18.36,Desktop,Firefox,TRUE,5,65.77,Credit Card,2025-01-26,FALSE,3,None,None,0,2023-02-04,2.6,14,FALSE,Tag_3,Tag_6,nan,Tag_2,Tag_1,Tag_2,Tag_4,Tag_1,Tag_2,Tag_5,328.85
CUST_101619,43,Prefer Not to Say,USA,Divorced,ES,Organic Search,2021-03-03,2023-02-02,81,107.38,Tablet,Firefox,TRUE,4,91.89,Crypto,2023-07-19,FALSE,2,FREESHIP,None,4,2025-05-14,4.8,61,TRUE,Tag_6,Tag_6,Tag_2,Tag_3,Tag_1,Tag_2,Tag_4,Tag_2,Tag_3,Tag_5,367.56
CUST_101620,64,Prefer Not to Say,Australia,Single,FR,Referral,2018-06-11,2023-05-13,75,287.4,Mobile,Chrome,TRUE,9,,Credit Card,2023-11-27,FALSE,1,None,Medium,1,2023-06-28,3,285,FALSE,Tag_3,Tag_2,Tag_2,Tag_1,Tag_2,Tag_1,Tag_1,Tag_6,Tag_1,Tag_5,
CUST_101621,49,Male,Germany,Single,DE,Referral,2019-07-10,2024-12-03,75,122.62,Tablet,Safari,FALSE,5,89.9,Credit Card,2024-01-22,FALSE,2,SAVE20,Low,2,2023-06-10,3.8,451,TRUE,Tag_5,Tag_5,Tag_4,Tag_6,Tag_4,Tag_3,Tag_3,Tag_4,Tag_2,Tag_2,449.5
CUST_101622,27,Non-Binary,India,Divorced,ES,Email,2018-10-27,2023-01-26,62,215.96,Mobile,Firefox,TRUE,4,89.8,PayPal,2024-03-07,FALSE,1,FREESHIP,None,4,2024-07-05,3.6,127,FALSE,Tag_2,Tag_5,Tag_1,Tag_3,Tag_1,Tag_1,Tag_6,Tag_2,Tag_4,Tag_1,359.2
CUST_101623,33,Female,UK,Divorced,FR,Social Media,2022-12-24,2023-12-30,80,720.27,Desktop,Chrome,FALSE,7,114.27,Crypto,2025-03-04,FALSE,1,None,nan,0,2023-02-17,1.7,222,TRUE,Tag_4,Tag_2,Tag_2,Tag_2,nan,Tag_2,Tag_3,Tag_1,Tag_1,Tag_4,799.89
CUST_101624,24,Prefer Not to Say,Germany,Married,ZH,Organic Search,2018-12-22,2024-08-23,74,129.25,Desktop,Safari,FALSE,3,67.87,Credit Card,2025-05-01,FALSE,1,SAVE20,Low,1,2024-12-08,1.2,124,FALSE,Tag_5,Tag_5,Tag_3,Tag_3,Tag_4,Tag_1,Tag_6,Tag_6,Tag_3,Tag_2,203.61
CUST_101625,34,Female,India,Divorced,ES,Social Media,2021-06-17,2023-04-02,76,122.78,Desktop,Firefox,TRUE,7,104.16,PayPal,2023-11-05,FALSE,2,WELCOME10,Medium,3,2024-04-13,4.3,160,TRUE,Tag_2,Tag_3,Tag_2,Tag_3,Tag_4,Tag_2,Tag_4,Tag_3,Tag_4,Tag_1,729.12
CUST_101626,40,Female,India,Widowed,ZH,Referral,2019-07-18,2024-06-28,62,514.03,Desktop,Firefox,FALSE,4,129.92,Credit Card,2024-01-31,FALSE,4,None,Low,0,2023-12-23,2.2,318,FALSE,Tag_2,Tag_1,Tag_3,Tag_6,Tag_1,Tag_1,Tag_1,Tag_2,Tag_3,Tag_5,519.68
CUST_101627,43,Non-Binary,Australia,Married,ES,Referral,2020-03-03,2023-08-26,77,115.15,Mobile,Chrome,TRUE,7,47.65,PayPal,2023-03-07,FALSE,0,WELCOME10,High,3,2024-04-17,4.2,465,FALSE,Tag_6,Tag_5,Tag_3,Tag_5,Tag_4,Tag_3,Tag_4,Tag_3,Tag_2,Tag_3,333.55
CUST_101628,38,Prefer Not to Say,Canada,Widowed,ES,Social Media,2020-10-19,2023-01-18,74,24.35,Mobile,Edge,TRUE,2,92.91,Credit Card,2023-07-12,TRUE,1,None,Medium,0,2024-03-26,3.7,156,TRUE,Tag_4,Tag_2,Tag_3,Tag_4,Tag_1,Tag_1,Tag_5,Tag_3,Tag_3,Tag_4,185.82
CUST_101629,39,Female,Canada,Widowed,ZH,Organic Search,2019-08-09,2023-10-01,77,59.88,Desktop,Edge,TRUE,4,71.73,Credit Card,2023-12-15,FALSE,4,WELCOME10,High,0,2024-07-16,2.9,269,TRUE,nan,Tag_6,Tag_3,Tag_4,Tag_4,Tag_3,Tag_2,Tag_1,Tag_4,Tag_1,286.92
CUST_101630,24,Prefer Not to Say,Australia,Widowed,EN,Organic Search,2020-01-20,2023-10-16,87,891.61,Desktop,Safari,TRUE,3,64.27,Bank Transfer,2024-06-18,FALSE,1,WELCOME10,High,0,2024-11-23,1.4,301,FALSE,Tag_1,Tag_6,nan,Tag_2,Tag_2,Tag_2,Tag_5,Tag_3,Tag_3,Tag_1,192.81
CUST_101631,31,Male,Australia,Divorced,FR,Email,2021-04-05,2023-01-27,64,812.23,Mobile,Edge,TRUE,7,138.82,Bank Transfer,2025-01-21,FALSE,3,WELCOME10,Medium,1,2024-04-01,3.1,109,FALSE,Tag_4,Tag_6,Tag_1,Tag_4,Tag_1,Tag_3,Tag_2,Tag_2,Tag_4,Tag_5,971.74
CUST_101632,32,Male,USA,Single,EN,Referral,2018-05-20,2025-03-27,81,76.39,Tablet,Chrome,TRUE,5,98.78,PayPal,2023-09-19,FALSE,2,nan,Medium,4,2024-12-09,3,368,FALSE,Tag_6,Tag_2,Tag_4,Tag_2,Tag_1,Tag_2,Tag_3,Tag_1,Tag_2,Tag_3,493.9
CUST_101633,24,Female,USA,Single,EN,Referral,2021-03-08,2024-03-09,71,241.9,Desktop,Firefox,TRUE,5,75.73,PayPal,2024-11-13,FALSE,0,WELCOME10,None,2,2024-09-24,1.9,339,TRUE,Tag_1,Tag_5,Tag_1,Tag_4,Tag_3,Tag_3,Tag_3,Tag_2,Tag_3,Tag_4,378.65
CUST_101634,26,Prefer Not to Say,UK,Widowed,FR,Email,2018-08-23,2023-04-18,65,44.33,Mobile,Safari,TRUE,8,110.5,PayPal,2025-01-07,FALSE,0,WELCOME10,Medium,3,2024-05-23,3.9,236,TRUE,Tag_6,Tag_2,Tag_1,Tag_6,Tag_1,Tag_1,Tag_4,Tag_5,Tag_1,Tag_1,884
CUST_101635,68,Female,UK,Divorced,DE,Social Media,2020-10-23,2025-01-07,78,336.88,Desktop,Edge,TRUE,9,107.34,Crypto,2023-12-27,FALSE,0,nan,None,1,2024-02-28,1.9,211,FALSE,Tag_1,Tag_3,Tag_3,Tag_3,Tag_2,Tag_2,Tag_2,Tag_3,Tag_3,Tag_4,966.06
CUST_101636,65,Prefer Not to Say,UK,Married,EN,Referral,2018-09-13,2023-11-20,59,61.48,Mobile,Firefox,TRUE,11,86.53,PayPal,2024-12-23,FALSE,0,WELCOME10,nan,2,2023-06-18,3.2,102,TRUE,Tag_4,Tag_1,Tag_3,Tag_1,Tag_1,Tag_3,Tag_3,Tag_2,Tag_1,Tag_5,951.83
CUST_101637,25,Prefer Not to Say,UK,Widowed,EN,Social Media,2019-01-06,2025-05-16,78,15.32,Desktop,Chrome,TRUE,8,88.28,Bank Transfer,2025-01-05,TRUE,2,SAVE20,High,3,2024-12-03,3.3,146,FALSE,Tag_2,Tag_6,Tag_4,Tag_3,Tag_2,Tag_1,Tag_5,Tag_2,Tag_1,Tag_5,706.24
CUST_101638,67,Non-Binary,India,Married,EN,Organic Search,2018-10-05,2024-06-14,74,522.71,Desktop,Chrome,TRUE,2,81.62,PayPal,2023-07-30,TRUE,0,SAVE20,Medium,2,2025-03-02,5,119,FALSE,Tag_2,Tag_3,Tag_4,Tag_3,Tag_1,Tag_1,Tag_5,Tag_6,Tag_3,Tag_3,163.24
CUST_101639,40,Non-Binary,India,Married,DE,Ad Campaign,2019-05-31,2025-01-04,67,118.09,Tablet,Firefox,TRUE,3,80.75,PayPal,2024-07-24,TRUE,0,FREESHIP,Low,1,2023-02-10,4.7,162,TRUE,Tag_4,nan,Tag_3,Tag_6,Tag_2,Tag_3,Tag_4,Tag_4,Tag_3,Tag_4,242.25
CUST_101640,46,Non-Binary,USA,Divorced,ES,Email,2020-06-22,2025-03-03,77,34.46,Tablet,Chrome,TRUE,5,64.16,Credit Card,2023-12-31,FALSE,0,nan,Low,1,2024-08-18,3.4,6,FALSE,Tag_3,Tag_2,Tag_3,Tag_2,Tag_4,Tag_1,Tag_2,Tag_3,Tag_3,Tag_4,320.8
CUST_101641,35,Female,Canada,Divorced,ZH,Referral,2022-12-11,2023-04-14,62,538.56,Tablet,Chrome,TRUE,9,71.22,Crypto,2024-09-28,FALSE,1,nan,None,2,2023-03-11,4,152,FALSE,Tag_3,Tag_6,Tag_2,Tag_1,Tag_4,Tag_3,Tag_4,Tag_3,Tag_3,Tag_5,640.98
CUST_101642,48,Non-Binary,Australia,Single,ZH,Email,2021-05-20,2025-04-23,80,431.15,Tablet,Firefox,TRUE,5,84.22,PayPal,2023-12-16,TRUE,4,SAVE20,None,1,2023-02-25,4,22,TRUE,Tag_3,Tag_2,Tag_3,Tag_2,Tag_3,Tag_3,Tag_5,Tag_2,Tag_4,Tag_3,421.1
CUST_101643,47,Non-Binary,Canada,Single,DE,Organic Search,2021-05-24,2023-11-28,68,345.37,Desktop,Edge,TRUE,5,75.85,Bank Transfer,2023-04-07,FALSE,1,None,Low,0,2023-03-06,2.1,305,FALSE,Tag_6,Tag_4,Tag_2,Tag_2,Tag_2,Tag_1,Tag_2,Tag_4,Tag_4,Tag_3,379.25
CUST_101644,69,Male,Germany,Divorced,EN,Organic Search,2018-09-27,2023-12-28,64,726.58,Desktop,Safari,TRUE,7,66.69,Crypto,2024-12-01,FALSE,2,None,None,1,2023-12-18,4.8,40,TRUE,Tag_2,Tag_3,Tag_1,nan,Tag_3,Tag_3,Tag_3,Tag_3,Tag_4,Tag_2,466.83
